Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
32.0,Female,62.6,1.63,190.0,161.0,58.0,1.67,1344.0,HIIT,15.0,2.7,5.0,3.0,23.56,3.0,0.0,217.725,87.09,58.06,1741.8,Late Wrap,Lunch,Paleo,35.9,1463,162,318,Steamed,5,45,3.0,0,Lunges,3.0,14.0,Burns fat quickly,256.52,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
48.0,Male,87.1,1.76,183.0,156.0,67.0,1.81,1398.0,Strength,11.6,3.5,5.0,3.0,28.12,3.0,2.0,347.297,138.919,92.612,2778.372,North Rice,Breakfast,Paleo,3.2,1053,284,395,Boiled,51,17,3.6,0,Push Ups,4.0,16.0,Burns fat quickly,255.42,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Male,82.3,1.84,190.0,148.0,66.0,1.73,1408.0,HIIT,13.3,3.5,5.0,3.0,24.31,4.0,1.0,268.984,107.594,71.729,2151.873,Drug Salad,Breakfast,Balanced,47.5,723,7,172,Raw,43,19,4.6,0,Plank,4.0,18.0,Burns fat quickly,242.46,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Female,64.3,1.78,188.0,137.0,61.0,1.71,1171.0,Cardio,18.7,2.7,4.0,3.0,20.29,2.0,2.0,269.361,107.744,71.83,2154.89,Good Wrap,Breakfast,Vegan,12.2,1235,224,468,Baked,6,45,3.9,0,Push Ups,3.0,17.0,Burns fat quickly,268.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
33.0,Female,53.7,1.66,191.0,129.0,72.0,1.25,806.0,HIIT,29.5,2.5,3.0,1.0,19.49,3.0,0.0,246.75,98.7,65.8,1974.0,Investment Soup,Lunch,Vegetarian,2.2,104,204,142,Grilled,10,44,4.8,0,Squats,3.0,20.0,Burns fat quickly,247.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
40.0,Male,63.0,2.0,176.0,161.0,71.0,1.42,1257.0,Strength,26.8,2.9,4.0,2.0,15.75,3.0,0.0,244.688,97.875,65.25,1957.502,Left Curry,Breakfast,Keto,17.6,739,239,462,Raw,18,16,1.2,0,Bicep Curls,4.0,13.0,Burns fat quickly,251.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
28.0,Male,128.4,1.86,173.0,158.0,71.0,1.06,921.0,Strength,23.6,3.3,4.0,2.0,37.11,3.0,0.0,170.288,68.115,45.41,1362.302,Chair Sandwich,Breakfast,Vegan,22.5,384,110,377,Baked,42,87,3.1,0,Deadlift,3.0,20.0,Burns fat quickly,262.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
29.0,Male,88.0,1.89,199.0,137.0,54.0,1.75,1319.0,Cardio,13.3,3.5,5.0,3.0,24.64,2.0,2.0,283.65,113.46,75.64,2269.2,Decision Rice,Dinner,Paleo,11.2,1034,130,296,Baked,11,79,1.8,0,Bench Press,4.0,17.0,Burns fat quickly,245.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
27.0,Female,63.7,1.52,195.0,120.0,60.0,1.19,714.0,Strength,25.4,2.1,4.0,2.0,27.57,3.0,0.0,203.438,81.375,54.25,1627.502,Debate Pasta,Lunch,Paleo,18.0,666,116,349,Boiled,43,112,2.7,0,Bicep Curls,4.0,12.0,Burns fat quickly,251.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
49.0,Male,83.7,1.87,183.0,158.0,53.0,1.29,1009.0,HIIT,23.9,2.3,4.0,2.0,23.94,4.0,0.0,305.062,122.025,81.35,2440.498,Town Wrap,Lunch,Vegan,16.6,422,44,497,Steamed,44,116,3.8,1,Push Ups,4.0,15.0,Burns fat quickly,268.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
33.0,Male,102.6,1.75,186.0,140.0,53.0,1.4,1078.0,HIIT,27.9,2.2,3.0,2.0,33.5,3.0,0.0,289.312,115.725,77.15,2314.498,Avoid Pasta,Snack,Low-Carb,3.5,483,250,337,Baked,37,92,3.1,1,Burpees,3.0,15.0,Burns fat quickly,257.52,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Female,77.7,1.55,184.0,120.0,52.0,0.55,330.0,Yoga,33.0,1.7,2.0,1.0,32.34,2.0,0.0,226.538,90.615,60.41,1812.302,South Wrap,Lunch,Paleo,12.4,833,148,270,Roasted,48,111,2.3,0,Push Ups,4.0,19.0,Burns fat quickly,269.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
55.0,Male,87.5,1.88,191.0,134.0,73.0,1.19,789.0,Yoga,27.2,2.6,4.0,2.0,24.76,3.0,0.0,176.475,70.59,47.06,1411.8,Just Curry,Snack,Vegetarian,26.3,2235,138,123,Baked,56,94,1.8,0,Bench Press,3.0,13.0,Burns fat quickly,271.5,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
29.0,Male,87.0,1.86,177.0,123.0,72.0,1.52,1028.0,Yoga,11.0,3.5,4.0,3.0,25.15,3.0,0.0,168.038,67.215,44.81,1344.302,Wide Pasta,Breakfast,Paleo,25.8,1684,100,450,Boiled,49,29,4.9,0,Lunges,3.0,15.0,Burns fat quickly,261.4,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
41.0,Male,82.8,1.66,177.0,139.0,74.0,1.97,1355.0,HIIT,11.2,3.5,5.0,3.0,30.05,4.0,2.0,265.244,106.098,70.732,2121.956,Explain Sandwich,Lunch,Balanced,45.3,626,82,216,Roasted,28,5,3.1,0,Burpees,3.0,18.0,Burns fat quickly,265.56,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Female,65.4,1.68,196.0,129.0,66.0,0.76,441.0,HIIT,35.0,2.6,3.0,1.0,23.17,2.0,2.0,271.298,108.519,72.346,2170.382,Have Curry,Breakfast,Vegetarian,39.7,1377,124,428,Grilled,14,46,1.5,0,Bicep Curls,4.0,20.0,Burns fat quickly,252.08,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Female,47.2,1.71,185.0,142.0,56.0,0.89,632.0,Cardio,26.0,2.5,2.0,1.0,16.14,3.0,0.0,317.438,126.975,84.65,2539.502,Executive Pasta,Dinner,Balanced,40.9,2411,259,108,Steamed,10,102,3.3,0,Burpees,4.0,12.0,Burns fat quickly,229.44,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Female,58.2,1.7,168.0,160.0,53.0,0.95,684.0,Yoga,26.8,2.0,3.0,1.0,20.14,2.0,0.0,139.725,55.89,37.26,1117.8,Sit Wrap,Breakfast,Vegan,8.8,880,237,107,Steamed,22,107,2.5,0,Bicep Curls,4.0,16.0,Burns fat quickly,249.64,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
53.0,Female,73.5,1.55,194.0,153.0,72.0,1.17,806.0,HIIT,26.3,2.1,4.0,2.0,30.59,4.0,0.0,307.312,122.925,81.95,2458.498,Somebody Rice,Breakfast,Low-Carb,17.6,570,157,125,Baked,38,97,2.4,0,Mountain Climbers,3.0,14.0,Burns fat quickly,230.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Female,55.2,1.73,167.0,165.0,62.0,1.67,1240.0,Cardio,16.6,2.7,5.0,3.0,18.44,3.0,1.0,302.5,121.0,80.667,2420.003,Believe Wrap,Breakfast,Balanced,15.9,89,232,417,Boiled,34,42,3.3,1,Plank,3.0,18.0,Burns fat quickly,232.04,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Female,64.4,1.71,179.0,167.0,61.0,1.12,935.0,HIIT,27.1,1.8,3.0,1.0,22.02,3.0,0.0,208.688,83.475,55.65,1669.502,Ever Soup,Snack,Balanced,7.4,1434,109,209,Baked,57,72,3.2,0,Bicep Curls,3.0,18.0,Burns fat quickly,253.88,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Female,73.5,1.74,181.0,152.0,50.0,1.18,807.0,Cardio,30.0,2.3,4.0,2.0,24.28,3.0,0.0,251.812,100.725,67.15,2014.498,Congress Salad,Breakfast,Paleo,38.5,951,277,200,Steamed,46,36,3.6,0,Burpees,4.0,16.0,Burns fat quickly,248.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Male,89.6,1.81,178.0,153.0,70.0,1.7,1287.0,Yoga,12.4,3.5,5.0,3.0,27.35,4.0,0.0,283.5,113.4,75.6,2268.0,Include Salad,Dinner,Vegetarian,20.9,204,120,457,Steamed,30,37,3.1,0,Leg Press,3.0,16.0,Burns fat quickly,236.92,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Male,86.5,1.76,189.0,158.0,68.0,1.48,1158.0,Yoga,29.0,3.4,3.0,2.0,27.92,3.0,0.0,296.625,118.65,79.1,2373.0,Whom Sandwich,Dinner,Paleo,15.8,2428,232,353,Fried,26,67,2.7,0,Bicep Curls,3.0,16.0,Burns fat quickly,239.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
58.0,Female,46.1,1.67,187.0,129.0,70.0,1.28,743.0,Yoga,25.3,1.8,4.0,2.0,16.53,2.0,4.0,413.547,165.419,110.279,3308.375,Analysis Stew,Lunch,Vegetarian,4.8,610,127,297,Roasted,21,94,1.0,0,Bench Press,4.0,13.0,Burns fat quickly,237.22,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
53.0,Male,68.5,1.97,194.0,139.0,69.0,1.3,894.0,HIIT,23.2,2.1,3.0,2.0,17.65,3.0,0.0,238.725,95.49,63.66,1909.8,Agreement Curry,Breakfast,Balanced,47.7,1143,109,157,Baked,23,73,2.2,0,Leg Press,4.0,17.0,Burns fat quickly,246.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
44.0,Male,94.6,1.84,170.0,120.0,67.0,1.26,748.0,HIIT,26.0,3.1,4.0,2.0,27.94,4.0,2.0,296.728,118.691,79.128,2373.828,Stuff Wrap,Lunch,Vegan,43.9,1382,176,337,Fried,18,20,3.2,0,Squats,4.0,18.0,Burns fat quickly,255.92,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
34.0,Female,54.2,1.52,190.0,132.0,60.0,1.13,746.0,Cardio,31.0,2.2,3.0,1.0,23.46,3.0,0.0,222.788,89.115,59.41,1782.302,Sell Sandwich,Dinner,Vegan,31.6,619,187,323,Boiled,21,107,4.7,0,Deadlift,3.0,16.0,Burns fat quickly,238.84,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
26.0,Male,47.7,1.77,198.0,120.0,69.0,1.15,759.0,Strength,24.8,2.7,3.0,2.0,15.23,3.0,1.0,275.215,110.086,73.391,2201.723,Guess Soup,Lunch,Keto,44.5,615,139,198,Boiled,47,10,1.2,0,Lunges,3.0,13.0,Burns fat quickly,243.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Male,52.2,1.84,195.0,124.0,52.0,1.38,847.0,Strength,28.2,3.1,4.0,2.0,15.42,3.0,0.0,169.538,67.815,45.21,1356.302,Measure Pasta,Lunch,Balanced,41.4,2323,148,209,Baked,57,9,2.2,0,Bench Press,4.0,13.0,Burns fat quickly,226.44,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
37.0,Male,88.8,1.95,189.0,135.0,66.0,1.58,1173.0,Yoga,10.3,3.5,5.0,3.0,23.35,2.0,0.0,215.85,86.34,57.56,1726.8,Require Sandwich,Snack,Balanced,46.5,109,290,428,Fried,32,26,3.3,0,Bicep Curls,4.0,20.0,Burns fat quickly,236.76,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
30.0,Male,101.0,1.68,182.0,134.0,61.0,1.46,1076.0,Strength,28.2,2.9,4.0,2.0,35.79,4.0,0.0,193.35,77.34,51.56,1546.8,Wrong Salad,Dinner,Low-Carb,33.1,442,107,178,Grilled,55,9,2.7,0,Bench Press,3.0,19.0,Burns fat quickly,267.2,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Male,118.4,1.95,178.0,168.0,59.0,1.06,881.0,Yoga,24.9,2.4,3.0,2.0,31.14,3.0,0.0,240.938,96.375,64.25,1927.502,Across Wrap,Dinner,Low-Carb,32.3,2045,101,221,Grilled,42,75,3.1,0,Plank,3.0,13.0,Burns fat quickly,273.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
46.0,Female,47.9,1.72,171.0,147.0,57.0,1.41,933.0,Cardio,26.3,2.0,3.0,1.0,16.19,3.0,0.0,239.662,95.865,63.91,1917.298,Will Curry,Lunch,Balanced,37.5,1626,287,179,Steamed,56,105,1.9,0,Deadlift,4.0,19.0,Burns fat quickly,254.58,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
30.0,Female,51.5,1.74,174.0,150.0,64.0,1.08,810.0,Strength,33.9,2.0,3.0,2.0,17.01,3.0,0.0,237.038,94.815,63.21,1896.302,Draw Salad,Snack,Balanced,7.7,2284,39,495,Baked,36,104,1.7,0,Squats,4.0,20.0,Burns fat quickly,252.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Female,79.9,1.51,190.0,142.0,54.0,0.75,479.0,Strength,31.5,2.6,3.0,1.0,35.04,2.0,0.0,179.662,71.865,47.91,1437.298,Place Stew,Lunch,Low-Carb,16.2,122,287,340,Roasted,43,107,3.6,0,Mountain Climbers,3.0,15.0,Burns fat quickly,246.98,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Male,121.3,1.85,196.0,167.0,53.0,0.72,661.0,Yoga,21.6,3.6,2.0,1.0,35.44,2.0,1.0,279.512,111.805,74.536,2236.092,Station Curry,Snack,Low-Carb,17.9,2443,164,127,Grilled,49,20,3.6,0,Plank,3.0,13.0,Burns fat quickly,256.26,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
35.0,Female,78.9,1.64,196.0,164.0,70.0,1.28,1050.0,Cardio,25.3,2.6,4.0,2.0,29.34,3.0,2.0,317.75,127.1,84.733,2541.997,Buy Sandwich,Lunch,Keto,13.5,1413,75,206,Roasted,50,44,4.2,1,Lunges,3.0,18.0,Burns fat quickly,249.78,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Male,88.5,1.62,174.0,162.0,69.0,1.88,1675.0,Strength,10.7,3.5,5.0,3.0,33.72,4.0,4.0,398.109,159.244,106.162,3184.87,Turn Curry,Lunch,Vegetarian,25.6,258,274,429,Roasted,34,36,3.1,0,Push Ups,3.0,19.0,Burns fat quickly,244.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
42.0,Male,73.5,1.63,188.0,136.0,68.0,0.52,350.0,Strength,26.1,3.2,3.0,1.0,27.66,3.0,0.0,202.5,81.0,54.0,1620.0,Maintain Salad,Lunch,Vegetarian,31.4,203,0,267,Roasted,60,61,2.4,0,Bicep Curls,4.0,15.0,Burns fat quickly,257.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
19.0,Male,127.9,1.93,185.0,168.0,70.0,1.27,1173.0,Strength,21.8,3.0,4.0,2.0,34.34,3.0,0.0,232.538,93.015,62.01,1860.302,Management Soup,Breakfast,Paleo,18.3,2489,264,210,Baked,41,19,1.8,1,Lunges,4.0,15.0,Burns fat quickly,241.58,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
27.0,Male,88.5,1.98,161.0,153.0,53.0,1.8,1515.0,Cardio,11.1,3.5,4.0,3.0,22.57,2.0,1.0,295.84,118.336,78.891,2366.723,Through Stew,Dinner,Keto,18.8,328,219,117,Fried,31,14,4.4,0,Bicep Curls,4.0,12.0,Burns fat quickly,253.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
47.0,Female,43.4,1.62,179.0,132.0,64.0,0.51,303.0,Cardio,25.3,2.3,3.0,1.0,16.54,4.0,2.0,348.508,139.403,92.935,2788.059,Arrive Salad,Breakfast,Vegetarian,48.8,620,95,210,Baked,25,13,2.4,0,Plank,4.0,20.0,Burns fat quickly,256.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Female,42.8,1.56,174.0,133.0,66.0,1.47,978.0,Strength,32.2,2.6,3.0,2.0,17.59,3.0,0.0,309.188,123.675,82.45,2473.502,Production Rice,Dinner,Keto,10.5,1984,175,173,Steamed,20,105,4.6,0,Burpees,3.0,16.0,Burns fat quickly,260.56,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Male,64.5,1.79,163.0,130.0,61.0,1.17,753.0,Yoga,28.1,2.4,4.0,2.0,20.13,3.0,1.0,328.539,131.416,87.61,2628.31,Form Pasta,Dinner,Keto,37.4,271,241,119,Roasted,49,33,2.4,0,Deadlift,3.0,20.0,Burns fat quickly,241.9,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Female,50.7,1.53,181.0,147.0,52.0,1.29,948.0,Yoga,33.0,2.1,3.0,2.0,21.66,3.0,0.0,171.6,68.64,45.76,1372.8,Organization Salad,Breakfast,Balanced,16.6,926,281,400,Fried,38,73,1.1,0,Burpees,4.0,17.0,Burns fat quickly,249.14,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
35.0,Male,59.2,1.66,197.0,161.0,59.0,1.3,1151.0,Strength,21.3,3.2,3.0,1.0,21.48,3.0,0.0,234.788,93.915,62.61,1878.302,Recent Salad,Breakfast,Balanced,10.3,1187,49,393,Fried,33,100,2.7,0,Burpees,4.0,15.0,Burns fat quickly,260.84000000000003,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
49.0,Female,78.9,1.73,182.0,151.0,64.0,1.38,938.0,Cardio,34.0,2.3,2.0,1.0,26.36,4.0,0.0,196.538,78.615,52.41,1572.302,Understand Wrap,Dinner,Paleo,43.2,1269,186,315,Fried,47,48,1.2,0,Leg Press,4.0,18.0,Burns fat quickly,264.78,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
28.0,Female,78.7,1.63,185.0,154.0,59.0,1.1,847.0,Strength,31.7,1.8,3.0,2.0,29.62,3.0,0.0,184.35,73.74,49.16,1474.8,Report Rice,Snack,Low-Carb,15.8,396,124,155,Boiled,32,8,3.0,0,Lunges,3.0,14.0,Burns fat quickly,255.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
38.0,Male,68.7,1.92,170.0,150.0,73.0,1.31,1081.0,Cardio,29.0,3.0,4.0,2.0,18.64,2.0,0.0,280.5,112.2,74.8,2244.0,Finally Stew,Breakfast,Balanced,4.8,1507,68,493,Roasted,10,18,2.5,1,Lunges,4.0,20.0,Burns fat quickly,261.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Female,53.1,1.59,187.0,136.0,72.0,0.82,502.0,Strength,29.5,2.5,2.0,1.0,21.0,3.0,2.0,329.617,131.847,87.898,2636.938,Detail Curry,Snack,Keto,11.7,1439,266,296,Roasted,55,24,4.9,0,Burpees,3.0,13.0,Burns fat quickly,254.62,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
42.0,Male,64.8,1.65,161.0,166.0,67.0,1.1,904.0,Cardio,24.4,2.8,3.0,2.0,23.8,3.0,0.0,302.25,120.9,80.6,2418.0,Mrs Stew,Lunch,Vegetarian,19.7,1721,41,420,Raw,47,66,4.6,0,Bench Press,4.0,20.0,Burns fat quickly,260.96000000000004,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Female,50.3,1.61,167.0,128.0,50.0,1.17,749.0,HIIT,32.8,2.5,2.0,1.0,19.41,3.0,0.0,192.188,76.875,51.25,1537.502,Short Pasta,Breakfast,Low-Carb,49.6,746,291,415,Fried,19,26,1.6,0,Squats,3.0,13.0,Burns fat quickly,231.06,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
44.0,Male,102.3,1.63,188.0,129.0,52.0,1.34,856.0,Yoga,20.9,2.6,4.0,2.0,38.5,3.0,0.0,258.037,103.215,68.81,2064.298,Employee Rice,Breakfast,Paleo,0.7,1117,274,488,Raw,33,19,3.7,0,Burpees,4.0,14.0,Burns fat quickly,269.46,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
30.0,Male,62.9,1.92,170.0,127.0,70.0,1.13,789.0,HIIT,25.2,3.6,2.0,1.0,17.06,2.0,2.0,311.453,124.581,83.054,2491.622,Situation Pasta,Dinner,Vegan,40.6,180,83,407,Baked,55,79,4.1,0,Lunges,4.0,14.0,Burns fat quickly,268.58000000000004,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Female,56.5,1.6,196.0,140.0,61.0,1.88,1184.0,Yoga,19.2,2.7,5.0,3.0,22.07,4.0,0.0,213.975,85.59,57.06,1711.8,Week Rice,Snack,Vegan,42.4,604,266,395,Baked,39,15,4.8,0,Deadlift,3.0,18.0,Burns fat quickly,250.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
51.0,Female,74.6,1.55,177.0,132.0,50.0,0.71,422.0,Cardio,33.3,2.1,2.0,1.0,31.05,3.0,1.0,278.652,111.461,74.307,2229.215,Song Rice,Lunch,Paleo,4.8,1695,293,484,Roasted,25,35,1.8,0,Burpees,4.0,19.0,Burns fat quickly,260.92,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
58.0,Male,52.0,1.79,173.0,169.0,52.0,1.12,937.0,HIIT,29.6,3.0,3.0,1.0,16.23,3.0,0.0,218.438,87.375,58.25,1747.502,Plant Wrap,Snack,Paleo,15.4,1032,232,225,Grilled,14,16,2.0,1,Plank,3.0,18.0,Burns fat quickly,266.4,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Female,52.1,1.67,169.0,124.0,52.0,1.5,837.0,Yoga,32.0,1.5,2.0,1.0,18.68,3.0,0.0,282.75,113.1,75.4,2262.0,Develop Pasta,Breakfast,Vegetarian,30.1,1447,136,178,Boiled,52,68,1.5,0,Leg Press,3.0,19.0,Burns fat quickly,254.42,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Female,72.2,1.54,194.0,125.0,54.0,0.97,606.0,Strength,27.1,1.7,2.0,1.0,30.44,2.0,0.0,224.662,89.865,59.91,1797.298,Wrong Sandwich,Breakfast,Keto,29.5,1622,87,422,Fried,25,110,2.3,0,Leg Press,4.0,17.0,Burns fat quickly,270.44,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
38.0,Male,85.8,1.8,168.0,149.0,68.0,1.72,1410.0,Cardio,10.1,3.5,4.0,3.0,26.48,3.0,0.0,212.25,84.9,56.6,1698.0,For Rice,Breakfast,Paleo,0.6,2168,263,197,Fried,60,37,3.8,0,Bicep Curls,3.0,13.0,Burns fat quickly,234.16,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
23.0,Male,81.4,1.85,194.0,150.0,74.0,1.6,1320.0,Cardio,12.4,3.5,4.0,3.0,23.78,2.0,0.0,192.412,76.965,51.31,1539.298,Town Stew,Lunch,Low-Carb,16.4,759,17,357,Grilled,6,32,2.8,0,Push Ups,4.0,19.0,Burns fat quickly,271.28,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Female,50.9,1.65,170.0,136.0,50.0,1.45,887.0,Strength,30.1,2.3,2.0,1.0,18.7,3.0,0.0,233.288,93.315,62.21,1866.302,Ahead Wrap,Lunch,Vegan,10.9,1434,246,151,Raw,39,30,4.6,1,Push Ups,3.0,15.0,Burns fat quickly,264.18,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
34.0,Male,52.0,1.78,171.0,130.0,53.0,1.38,987.0,Strength,22.4,2.7,4.0,2.0,16.41,2.0,0.0,211.162,84.465,56.31,1689.298,Finally Salad,Breakfast,Vegan,13.4,713,4,183,Steamed,9,114,3.9,0,Deadlift,4.0,13.0,Burns fat quickly,264.4,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Male,71.0,1.93,162.0,139.0,53.0,1.42,1086.0,Yoga,21.2,2.9,4.0,2.0,19.06,3.0,0.0,217.912,87.165,58.11,1743.298,Change Wrap,Lunch,Low-Carb,5.5,1648,252,324,Raw,23,99,3.2,0,Bench Press,3.0,18.0,Burns fat quickly,256.2,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
48.0,Male,80.6,1.77,198.0,167.0,66.0,1.51,1248.0,Cardio,12.9,3.5,4.0,3.0,25.73,2.0,0.0,181.162,72.465,48.31,1449.298,Evidence Sandwich,Dinner,Vegetarian,33.4,658,142,259,Steamed,22,24,4.4,0,Leg Press,4.0,12.0,Burns fat quickly,261.12,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Female,58.3,1.72,173.0,128.0,63.0,1.0,640.0,Yoga,32.6,1.6,3.0,2.0,19.71,4.0,0.0,165.225,66.09,44.06,1321.8,Wear Rice,Snack,Keto,8.1,1118,97,124,Baked,57,79,1.2,1,Leg Press,4.0,18.0,Burns fat quickly,248.66,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
55.0,Female,63.0,1.7,187.0,121.0,67.0,1.32,719.0,Strength,34.9,2.5,3.0,1.0,21.8,3.0,0.0,298.688,119.475,79.65,2389.502,Southern Salad,Dinner,Vegetarian,26.9,1049,186,273,Roasted,58,53,1.7,0,Push Ups,4.0,15.0,Burns fat quickly,266.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Male,111.0,1.94,170.0,156.0,50.0,1.02,875.0,Cardio,27.6,3.3,4.0,2.0,29.49,3.0,0.0,220.35,88.14,58.76,1762.8,Race Curry,Breakfast,Vegetarian,26.0,759,292,373,Raw,20,27,2.8,0,Squats,3.0,19.0,Burns fat quickly,268.2,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
40.0,Female,52.6,1.66,198.0,120.0,71.0,1.27,762.0,Strength,32.9,1.7,3.0,2.0,19.09,3.0,3.0,307.32,122.928,81.952,2458.56,Us Pasta,Breakfast,Vegan,1.1,1603,8,228,Boiled,33,29,3.0,0,Lunges,4.0,13.0,Burns fat quickly,231.52,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Male,116.4,2.0,184.0,123.0,65.0,1.13,688.0,Yoga,26.2,3.1,3.0,1.0,29.1,3.0,0.0,307.312,122.925,81.95,2458.498,Explain Salad,Dinner,Low-Carb,1.8,2389,111,466,Grilled,21,58,1.5,0,Mountain Climbers,3.0,17.0,Burns fat quickly,269.28,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
